Transaction ID | Date | Total Cost | Customer ID | Product ID | Discounts/Promotions Applied
transaction82 | 2022-07-12 | 155 | customer364 | product435 | 0
transaction83 | 2021-04-02 | 197 | customer12 | product17 | 0
transaction84 | 2023-06-26 | 28 | customer256 | product36 | 0
transaction85 | 2021-08-22 | 191 | customer100 | product419 | 0
transaction86 | 2023-09-19 | 36 | customer344 | product412 | 0
transaction87 | 2023-08-02 | 52 | customer206 | product97 | 0
transaction88 | 2019-04-29 | 62 | customer32 | product206 | 0
transaction89 | 2023-04-18 | 56 | customer333 | product333 | 0
transaction90 | 2020-03-29 | 180 | customer255 | product312 | 0
transaction91 | 2022-08-08 | 92 | customer318 | product454 | 0
transaction92 | 2019-01-26 | 72 | customer274 | product43 | 0
transaction93 | 2021-10-15 | 135 | customer112 | product357 | 0
transaction94 | 2019-03-03 | 25 | customer317 | product40 | 0
transaction95 | 2020-11-05 | 158 | customer283 | product411 | 0
transaction96 | 2020-01-13 | 179 | customer265 | product114 | 0
transaction97 | 2022-09-08 | 147 | customer242 | product308 | 0
transaction98 | 2022-11-23 | 184 | customer30 | product97 | 0
transaction99 | 2020-05-26 | 9 | customer214 | product335 | 0
transaction100 | 2021-02-14 | 166 | customer48 | product347 | 0
transaction101 | 2022-06-03 | 179 | customer124 | product315 | 0
transaction102 | 2023-07-03 | 21 | customer189 | product7 | 0
transaction103 | 2022-10-01 | 19 | customer436 | product241 | 0
transaction104 | 2020-06-25 | 185 | customer202 | product379 | 0
transaction105 | 2022-06-16 | 90 | customer55 | product361 | 0
transaction106 | 2020-10-27 | 53 | customer397 | product58 | 0
transaction107 | 2022-10-17 | 66 | customer272 | product48 | 0
transaction108 | 2022-11-20 | 142 | customer250 | product6 | 0
transaction109 | 2021-02-25 | 30 | customer139 | product441 | 0
transaction110 | 2019-12-08 | 176 | customer392 | product98 | 0
transaction111 | 2021-04-22 | 75 | customer413 | product84 | 0
transaction112 | 2022-11-16 | 100 | customer226 | product311 | 0
transaction113 | 2020-11-01 | 88 | customer202 | product355 | 0
transaction114 | 2020-09-16 | 74 | customer459 | product335 | 0
transaction115 | 2020-08-21 | 66 | customer374 | product141 | 0
transaction116 | 2020-10-06 | 132 | customer285 | product431 | 0
transaction117 | 2022-10-06 | 97 | customer277 | product12 | 0
transaction118 | 2021-08-05 | 55 | customer153 | product297 | 0
transaction119 | 2019-12-12 | 161 | customer73 | product476 | 0
transaction120 | 2022-12-22 | 5 | customer103 | product74 | 0
transaction121 | 2020-06-21 | 100 | customer341 | product445 | 0
transaction122 | 2023-08-29 | 109 | customer184 | product323 | 0
transaction123 | 2019-10-27 | 12 | customer411 | product386 | 0
transaction124 | 2022-06-11 | 58 | customer241 | product436 | 0
transaction125 | 2021-08-22 | 68 | customer341 | product379 | 0
transaction126 | 2019-01-30 | 188 | customer54 | product486 | 0
transaction127 | 2019-05-12 | 198 | customer208 | product148 | 0
transaction128 | 2020-12-08 | 75 | customer436 | product492 | 0
transaction129 | 2020-09-25 | 32 | customer496 | product488 | 0
transaction130 | 2020-03-11 | 132 | customer312 | product370 | 0
transaction131 | 2020-12-25 | 177 | customer15 | product112 | 0
transaction132 | 2023-09-29 | 135 | customer354 | product327 | 0
transaction133 | 2019-01-02 | 161 | customer360 | product446 | 0
transaction134 | 2023-05-29 | 113 | customer449 | product334 | 0
transaction135 | 2019-05-06 | 181 | customer113 | product9 | 0
transaction136 | 2020-10-28 | 97 | customer12 | product413 | 0
transaction137 | 2023-10-19 | 181 | customer495 | product7 | 0
transaction138 | 2019-09-27 | 52 | customer170 | product123 | 0
transaction139 | 2023-07-11 | 146 | customer372 | product235 | 0
transaction140 | 2020-07-19 | 173 | customer448 | product475 | 0
transaction141 | 2019-06-21 | 183 | customer444 | product157 | 0
transaction142 | 2022-01-24 | 85 | customer300 | product495 | 0
transaction143 | 2022-03-17 | 33 | customer433 | product68 | 0
transaction144 | 2022-04-25 | 121 | customer489 | product433 | 0
transaction145 | 2020-07-09 | 125 | customer26 | product315 | 0
transaction146 | 2020-07-01 | 65 | customer95 | product80 | 0
transaction147 | 2022-08-27 | 80 | customer51 | product200 | 0
transaction148 | 2022-10-26 | 82 | customer190 | product86 | 0
transaction149 | 2020-02-01 | 55 | customer101 | product296 | 0
transaction150 | 2020-09-17 | 50 | customer19 | product49 | 0
transaction151 | 2022-06-12 | 184 | customer315 | product21 | 0
transaction152 | 2021-09-16 | 67 | customer53 | product82 | 0
transaction153 | 2020-03-16 | 190 | customer145 | product308 | 0
transaction154 | 2022-04-02 | 163 | customer176 | product355 | 0
transaction155 | 2021-09-22 | 110 | customer143 | product428 | 0
transaction156 | 2020-09-03 | 13 | customer319 | product498 | 0
transaction157 | 2020-02-29 | 152 | customer246 | product436 | 0
transaction158 | 2023-03-11 | 7 | customer481 | product119 | 0
transaction159 | 2021-10-05 | 45 | customer209 | product458 | 0
transaction160 | 2019-05-11 | 59 | customer79 | product374 | 0
transaction161 | 2023-10-23 | 182 | customer378 | product107 | 0
transaction162 | 2023-08-30 | 64 | customer408 | product460 | 0
transaction163 | 2022-06-28 | 59 | customer377 | product57 | 0
transaction164 | 2022-05-31 | 164 | customer419 | product34 | 0
transaction165 | 2022-12-19 | 27 | customer45 | product384 | 0
transaction166 | 2022-09-22 | 53 | customer400 | product24 | 0
transaction167 | 2020-01-21 | 182 | customer58 | product278 | 0
transaction168 | 2022-05-09 | 40 | customer465 | product19 | 0
transaction169 | 2021-01-07 | 164 | customer225 | product96 | 0
transaction170 | 2022-09-08 | 145 | customer100 | product171 | 0
transaction171 | 2022-02-21 | 13 | customer14 | product24 | 0
transaction172 | 2020-12-01 | 199 | customer91 | product139 | 0
transaction173 | 2019-04-11 | 56 | customer375 | product105 | 0
transaction174 | 2021-05-10 | 75 | customer208 | product63 | 0
transaction175 | 2019-01-29 | 7 | customer120 | product20 | 0
transaction176 | 2021-01-30 | 26 | customer130 | product309 | 0
transaction177 | 2023-02-18 | 106 | customer206 | product400 | 0
transaction178 | 2019-09-20 | 40 | customer7 | product228 | 0
transaction179 | 2020-06-08 | 96 | customer495 | product425 | 0
transaction180 | 2021-08-29 | 184 | customer490 | product59 | 0
transaction181 | 2022-03-13 | 78 | customer335 | product452 | 0
transaction182 | 2023-07-07 | 190 | customer2 | product378 | 0
transaction183 | 2021-08-16 | 14 | customer437 | product385 | 0
transaction184 | 2020-06-20 | 38 | customer188 | product210 | 0
transaction185 | 2020-06-12 | 20 | customer4 | product172 | 0
transaction186 | 2019-11-07 | 180 | customer17 | product424 | 0
transaction187 | 2022-12-04 | 106 | customer167 | product222 | 0
transaction188 | 2020-02-23 | 107 | customer308 | product311 | 0
transaction189 | 2022-12-12 | 13 | customer197 | product121 | 0
transaction190 | 2019-05-01 | 57 | customer218 | product141 | 0
transaction191 | 2019-07-22 | 181 | customer467 | product19 | 0
transaction192 | 2022-12-04 | 21 | customer259 | product29 | 0
transaction193 | 2021-07-07 | 158 | customer458 | product321 | 0
transaction194 | 2019-05-12 | 123 | customer307 | product11 | 0
transaction195 | 2021-01-28 | 179 | customer442 | product344 | 0
transaction196 | 2023-01-23 | 124 | customer469 | product366 | 0
transaction197 | 2022-09-26 | 159 | customer449 | product101 | 0
transaction198 | 2023-11-21 | 153 | customer75 | product299 | 0
transaction199 | 2023-05-17 | 104 | customer455 | product303 | 0
transaction200 | 2023-04-01 | 36 | customer406 | product87 | 0
transaction201 | 2020-11-12 | 190 | customer439 | product410 | 0
transaction202 | 2023-09-18 | 191 | customer272 | product404 | 0
transaction203 | 2020-03-05 | 11 | customer181 | product422 | 0
transaction204 | 2020-05-25 | 176 | customer44 | product189 | 0
transaction205 | 2022-06-02 | 19 | customer478 | product437 | 0
transaction206 | 2021-11-25 | 135 | customer389 | product230 | 0
transaction207 | 2022-03-21 | 99 | customer480 | product111 | 0
transaction208 | 2021-04-02 | 177 | customer10 | product140 | 0
transaction209 | 2023-05-30 | 71 | customer419 | product277 | 0
transaction210 | 2023-12-09 | 37 | customer254 | product367 | 0
transaction211 | 2023-03-02 | 179 | customer140 | product231 | 0
transaction212 | 2019-10-24 | 17 | customer375 | product359 | 0
transaction213 | 2023-07-04 | 28 | customer354 | product347 | 0
transaction214 | 2022-09-15 | 196 | customer14 | product406 | 0
transaction215 | 2023-04-20 | 30 | customer397 | product496 | 0
transaction216 | 2023-01-01 | 180 | customer372 | product79 | 0
transaction217 | 2023-06-04 | 187 | customer14 | product145 | 0
transaction218 | 2020-03-29 | 118 | customer210 | product474 | 0
transaction219 | 2023-03-05 | 33 | customer367 | product25 | 0
transaction220 | 2020-04-09 | 182 | customer328 | product81 | 0
transaction221 | 2022-03-08 | 16 | customer378 | product182 | 0
transaction222 | 2022-01-31 | 16 | customer386 | product433 | 0
transaction223 | 2019-01-24 | 53 | customer31 | product182 | 0
transaction224 | 2023-03-23 | 22 | customer231 | product91 | 0
transaction225 | 2021-07-12 | 71 | customer196 | product52 | 0
transaction226 | 2023-01-07 | 145 | customer17 | product63 | 0
transaction227 | 2021-08-23 | 98 | customer52 | product84 | 0
transaction228 | 2019-01-21 | 16 | customer450 | product469 | 0
transaction229 | 2019-05-23 | 164 | customer486 | product394 | 0
transaction230 | 2022-05-11 | 111 | customer160 | product402 | 0
transaction231 | 2022-08-20 | 97 | customer353 | product59 | 0
transaction232 | 2020-03-23 | 18 | customer20 | product448 | 0
transaction233 | 2021-08-29 | 149 | customer386 | product208 | 0
transaction234 | 2020-12-26 | 46 | customer296 | product246 | 0
transaction235 | 2021-06-04 | 113 | customer271 | product493 | 0
transaction236 | 2023-07-31 | 117 | customer140 | product214 | 0
transaction237 | 2019-01-17 | 99 | customer357 | product16 | 0
transaction238 | 2023-05-04 | 21 | customer98 | product406 | 0
transaction239 | 2022-01-19 | 112 | customer132 | product373 | 0
transaction240 | 2023-02-13 | 199 | customer336 | product352 | 0
transaction241 | 2021-02-07 | 24 | customer7 | product403 | 0
transaction242 | 2021-07-13 | 91 | customer405 | product274 | 0
transaction243 | 2023-04-07 | 167 | customer364 | product200 | 0
transaction244 | 2021-09-26 | 193 | customer469 | product318 | 0
transaction245 | 2022-04-24 | 42 | customer455 | product261 | 0
transaction246 | 2020-09-18 | 70 | customer472 | product467 | 0
transaction247 | 2020-01-21 | 118 | customer176 | product60 | 0
transaction248 | 2019-10-25 | 10 | customer253 | product202 | 0
transaction249 | 2023-07-10 | 136 | customer77 | product174 | 0
transaction250 | 2019-12-15 | 181 | customer105 | product230 | 0
transaction251 | 2023-04-27 | 168 | customer76 | product449 | 0
transaction252 | 2022-06-21 | 72 | customer126 | product210 | 0
transaction253 | 2022-07-06 | 73 | customer84 | product45 | 0
transaction254 | 2019-08-05 | 5 | customer339 | product155 | 0
transaction255 | 2020-02-07 | 134 | customer259 | product18 | 0
transaction256 | 2022-03-23 | 93 | customer221 | product408 | 0
transaction257 | 2022-06-29 | 22 | customer332 | product90 | 0
transaction258 | 2021-06-24 | 165 | customer282 | product456 | 0
transaction259 | 2019-06-13 | 155 | customer408 | product377 | 0
transaction260 | 2022-02-07 | 102 | customer454 | product196 | 0
transaction261 | 2020-01-08 | 32 | customer491 | product276 | 0
transaction262 | 2020-12-20 | 169 | customer150 | product163 | 0
transaction263 | 2023-09-23 | 24 | customer199 | product73 | 0
transaction264 | 2019-12-11 | 28 | customer424 | product284 | 0
transaction265 | 2023-05-30 | 150 | customer280 | product246 | 0
transaction266 | 2020-09-09 | 23 | customer337 | product345 | 0
transaction267 | 2020-08-28 | 9 | customer251 | product277 | 0
transaction268 | 2019-10-22 | 85 | customer231 | product306 | 0
transaction269 | 2019-05-30 | 113 | customer219 | product191 | 0
transaction270 | 2021-09-16 | 13 | customer217 | product42 | 0
transaction271 | 2022-07-26 | 33 | customer308 | product280 | 0
transaction272 | 2020-01-01 | 184 | customer484 | product493 | 0
transaction273 | 2021-12-15 | 109 | customer498 | product455 | 0
transaction274 | 2023-05-29 | 145 | customer166 | product247 | 0
transaction275 | 2020-06-13 | 134 | customer337 | product151 | 0
transaction276 | 2020-12-13 | 111 | customer388 | product296 | 0
transaction277 | 2022-11-25 | 152 | customer370 | product82 | 0
transaction278 | 2023-09-30 | 143 | customer3 | product57 | 0
transaction279 | 2020-02-09 | 168 | customer447 | product33 | 0
transaction280 | 2019-10-17 | 159 | customer429 | product78 | 0
transaction281 | 2020-12-05 | 66 | customer37 | product53 | 0
transaction282 | 2023-09-05 | 124 | customer44 | product321 | 0
transaction283 | 2019-03-27 | 111 | customer360 | product447 | 0
transaction284 | 2021-12-14 | 104 | customer250 | product499 | 0
transaction285 | 2023-01-16 | 9 | customer459 | product173 | 0
transaction286 | 2019-03-02 | 164 | customer111 | product250 | 0
transaction287 | 2020-06-27 | 193 | customer39 | product340 | 0
transaction288 | 2020-06-24 | 53 | customer414 | product87 | 0
transaction289 | 2019-04-10 | 18 | customer138 | product377 | 0
transaction290 | 2021-12-26 | 31 | customer156 | product313 | 0
transaction291 | 2020-05-18 | 147 | customer24 | product375 | 0
transaction292 | 2023-11-20 | 118 | customer429 | product418 | 0
transaction293 | 2021-12-24 | 121 | customer277 | product411 | 0
transaction294 | 2020-05-20 | 149 | customer174 | product81 | 0
transaction295 | 2019-06-26 | 79 | customer297 | product78 | 0
transaction296 | 2022-06-22 | 35 | customer118 | product441 | 0
transaction297 | 2020-05-23 | 111 | customer357 | product311 | 0
transaction298 | 2022-10-17 | 130 | customer435 | product372 | 0
transaction299 | 2022-07-04 | 86 | customer401 | product129 | 0
transaction300 | 2019-07-24 | 135 | customer194 | product230 | 0
transaction301 | 2021-03-21 | 65 | customer473 | product236 | 0
transaction302 | 2021-02-19 | 91 | customer123 | product174 | 0
transaction303 | 2022-06-11 | 16 | customer362 | product112 | 0
transaction304 | 2019-11-29 | 89 | customer409 | product142 | 0
transaction305 | 2020-12-15 | 119 | customer421 | product447 | 0
transaction306 | 2023-03-19 | 174 | customer39 | product290 | 0
transaction307 | 2020-03-19 | 65 | customer332 | product212 | 0
transaction308 | 2022-08-31 | 183 | customer164 | product75 | 0
transaction309 | 2023-05-28 | 83 | customer125 | product313 | 0
transaction310 | 2021-10-16 | 36 | customer325 | product417 | 0
transaction311 | 2020-09-29 | 7 | customer241 | product274 | 0
transaction312 | 2022-01-28 | 57 | customer211 | product174 | 0
transaction313 | 2022-02-22 | 183 | customer23 | product3 | 0
transaction314 | 2020-02-28 | 193 | customer101 | product357 | 0
transaction315 | 2021-04-27 | 143 | customer499 | product5 | 0
transaction316 | 2020-04-21 | 174 | customer431 | product487 | 0
transaction317 | 2023-09-26 | 124 | customer97 | product164 | 0
transaction318 | 2022-07-07 | 116 | customer63 | product250 | 0
transaction319 | 2020-11-24 | 89 | customer81 | product358 | 0
transaction320 | 2022-02-14 | 71 | customer250 | product136 | 0
transaction321 | 2020-12-20 | 121 | customer145 | product413 | 0
transaction322 | 2023-09-05 | 39 | customer409 | product119 | 0
transaction323 | 2023-08-08 | 127 | customer381 | product478 | 0
transaction324 | 2020-12-15 | 197 | customer479 | product109 | 0
transaction325 | 2022-06-19 | 191 | customer233 | product228 | 0
transaction326 | 2020-04-26 | 73 | customer389 | product296 | 0
transaction327 | 2023-05-03 | 169 | customer2 | product364 | 0
transaction328 | 2019-10-09 | 73 | customer266 | product7 | 0
transaction329 | 2021-10-17 | 47 | customer55 | product459 | 0
transaction330 | 2020-03-30 | 20 | customer198 | product16 | 0
transaction331 | 2019-02-09 | 104 | customer218 | product441 | 0
transaction332 | 2020-02-16 | 158 | customer58 | product472 | 0
transaction333 | 2022-04-23 | 9 | customer85 | product379 | 0
transaction334 | 2022-10-26 | 183 | customer425 | product367 | 0
transaction335 | 2021-11-22 | 64 | customer129 | product471 | 0
transaction336 | 2020-12-11 | 191 | customer467 | product52 | 0
transaction337 | 2023-04-19 | 177 | customer486 | product287 | 0
transaction338 | 2021-08-01 | 94 | customer87 | product357 | 0
transaction339 | 2019-01-10 | 7 | customer452 | product152 | 0
transaction340 | 2022-05-05 | 194 | customer339 | product240 | 0
transaction341 | 2022-03-22 | 122 | customer41 | product497 | 0
transaction342 | 2022-02-20 | 112 | customer298 | product496 | 0
transaction343 | 2022-11-17 | 111 | customer376 | product428 | 0
transaction344 | 2023-02-08 | 62 | customer41 | product129 | 0
transaction345 | 2020-01-26 | 147 | customer229 | product11 | 0
transaction346 | 2019-08-09 | 75 | customer231 | product495 | 0
transaction347 | 2022-07-07 | 183 | customer183 | product190 | 0
transaction348 | 2022-08-24 | 170 | customer54 | product137 | 0
transaction349 | 2019-03-02 | 64 | customer357 | product100 | 0
transaction350 | 2019-08-17 | 120 | customer47 | product45 | 0
transaction351 | 2022-10-05 | 113 | customer197 | product94 | 0
transaction352 | 2020-05-10 | 49 | customer133 | product321 | 0
transaction353 | 2023-10-19 | 123 | customer75 | product435 | 0
transaction354 | 2019-09-30 | 81 | customer293 | product10 | 0
transaction355 | 2021-01-14 | 90 | customer384 | product378 | 0
transaction356 | 2019-05-19 | 39 | customer129 | product391 | 0
transaction357 | 2019-01-27 | 68 | customer380 | product366 | 0
transaction358 | 2022-09-24 | 43 | customer41 | product402 | 0
transaction359 | 2021-12-21 | 162 | customer378 | product16 | 0
transaction360 | 2021-08-04 | 60 | customer349 | product405 | 0
transaction361 | 2023-12-08 | 194 | customer316 | product145 | 0
transaction362 | 2022-07-14 | 38 | customer220 | product217 | 0
transaction363 | 2022-04-09 | 159 | customer130 | product441 | 0
transaction364 | 2021-10-03 | 60 | customer29 | product118 | 0
transaction365 | 2023-09-19 | 44 | customer185 | product215 | 0
transaction366 | 2020-06-26 | 198 | customer376 | product347 | 0
transaction367 | 2019-07-16 | 58 | customer276 | product485 | 0
transaction368 | 2022-05-10 | 199 | customer290 | product205 | 0
transaction369 | 2023-11-30 | 30 | customer134 | product142 | 0
transaction370 | 2022-05-17 | 150 | customer398 | product331 | 0
transaction371 | 2021-12-21 | 50 | customer444 | product384 | 0
transaction372 | 2019-05-29 | 53 | customer112 | product37 | 0
transaction373 | 2023-11-28 | 108 | customer318 | product171 | 0
transaction374 | 2022-11-10 | 157 | customer42 | product42 | 0
transaction375 | 2020-11-21 | 131 | customer452 | product46 | 0
transaction376 | 2021-08-31 | 51 | customer340 | product177 | 0
transaction377 | 2020-05-27 | 157 | customer347 | product451 | 0
transaction378 | 2022-08-06 | 49 | customer114 | product387 | 0
transaction379 | 2019-11-21 | 168 | customer457 | product305 | 0
transaction380 | 2020-04-03 | 84 | customer273 | product499 | 0
transaction381 | 2021-12-30 | 149 | customer96 | product223 | 0
transaction382 | 2023-03-25 | 96 | customer31 | product49 | 0
transaction383 | 2020-07-18 | 143 | customer452 | product353 | 0
transaction384 | 2023-11-22 | 162 | customer118 | product12 | 0
transaction385 | 2022-06-01 | 140 | customer240 | product11 | 0
transaction386 | 2020-01-16 | 158 | customer83 | product318 | 0
transaction387 | 2022-04-22 | 155 | customer353 | product139 | 0
transaction388 | 2019-07-10 | 185 | customer332 | product195 | 0
transaction389 | 2023-02-16 | 71 | customer25 | product232 | 0
transaction390 | 2022-05-30 | 166 | customer361 | product204 | 0
transaction391 | 2021-01-07 | 137 | customer56 | product400 | 0
transaction392 | 2020-02-24 | 133 | customer369 | product308 | 0
transaction393 | 2022-10-24 | 10 | customer203 | product62 | 0
transaction394 | 2020-09-12 | 87 | customer453 | product269 | 0
transaction395 | 2023-07-15 | 15 | customer381 | product247 | 0
transaction396 | 2021-02-25 | 58 | customer302 | product381 | 0
transaction397 | 2023-01-13 | 177 | customer393 | product270 | 0
transaction398 | 2022-07-31 | 164 | customer144 | product471 | 0
transaction399 | 2022-01-04 | 143 | customer339 | product375 | 0
transaction400 | 2023-02-02 | 72 | customer210 | product486 | 0
transaction401 | 2019-12-01 | 86 | customer393 | product400 | 0
transaction402 | 2019-09-02 | 97 | customer427 | product348 | 0
transaction403 | 2020-12-22 | 188 | customer487 | product279 | 0
transaction404 | 2023-04-19 | 8 | customer136 | product376 | 0
transaction405 | 2022-12-03 | 66 | customer84 | product234 | 0
transaction406 | 2021-01-02 | 35 | customer492 | product116 | 0
transaction407 | 2021-05-28 | 79 | customer99 | product154 | 0
transaction408 | 2022-07-31 | 133 | customer410 | product413 | 0
transaction409 | 2023-04-19 | 12 | customer332 | product251 | 0
transaction410 | 2021-08-31 | 170 | customer463 | product190 | 0
transaction411 | 2023-06-19 | 112 | customer21 | product58 | 0
transaction412 | 2019-03-30 | 155 | customer398 | product163 | 0
transaction413 | 2021-07-01 | 32 | customer61 | product45 | 0
transaction414 | 2019-06-05 | 138 | customer26 | product339 | 0
transaction415 | 2022-08-02 | 163 | customer288 | product319 | 0
transaction416 | 2021-02-27 | 164 | customer404 | product394 | 0
transaction417 | 2020-02-28 | 75 | customer149 | product463 | 0
transaction418 | 2021-12-15 | 107 | customer422 | product497 | 0
transaction419 | 2022-10-21 | 98 | customer418 | product375 | 0
transaction420 | 2023-08-12 | 164 | customer447 | product38 | 0
transaction421 | 2023-12-02 | 137 | customer462 | product289 | 0
transaction422 | 2021-08-05 | 168 | customer481 | product478 | 0
transaction423 | 2021-06-14 | 59 | customer92 | product37 | 0
transaction424 | 2023-09-04 | 156 | customer81 | product452 | 0
transaction425 | 2021-02-17 | 112 | customer342 | product262 | 0
transaction426 | 2023-01-26 | 110 | customer174 | product218 | 0
transaction427 | 2022-03-13 | 74 | customer383 | product125 | 0
transaction428 | 2021-01-27 | 75 | customer439 | product30 | 0
transaction429 | 2021-04-04 | 176 | customer64 | product444 | 0
transaction430 | 2023-03-09 | 198 | customer39 | product73 | 0
transaction431 | 2020-03-04 | 23 | customer490 | product95 | 0
transaction432 | 2022-04-26 | 136 | customer87 | product201 | 0
transaction433 | 2020-01-25 | 172 | customer155 | product53 | 0
transaction434 | 2022-10-29 | 172 | customer264 | product412 | 0
transaction435 | 2020-08-23 | 195 | customer334 | product426 | 0
transaction436 | 2020-08-02 | 35 | customer384 | product373 | 0
transaction437 | 2019-11-24 | 68 | customer241 | product359 | 0
transaction438 | 2021-05-20 | 175 | customer369 | product481 | 0
transaction439 | 2022-10-30 | 92 | customer335 | product409 | 0
transaction440 | 2023-08-26 | 152 | customer254 | product160 | 0
transaction441 | 2021-06-12 | 77 | customer310 | product166 | 0
transaction442 | 2020-11-28 | 145 | customer97 | product176 | 0
transaction443 | 2022-11-30 | 171 | customer410 | product391 | 0
transaction444 | 2021-08-02 | 62 | customer84 | product178 | 0
transaction445 | 2023-08-29 | 174 | customer32 | product441 | 0
transaction446 | 2021-01-02 | 7 | customer84 | product308 | 0
transaction447 | 2020-05-20 | 59 | customer464 | product460 | 0
transaction448 | 2021-02-12 | 72 | customer474 | product286 | 0
transaction449 | 2022-01-12 | 40 | customer415 | product148 | 0
