Transaction ID | Date | Total Cost | Customer ID | Product ID | Discounts/Promotions Applied
transaction72 | 2023-07-09 | 2565 | customer905 | product678 | 0
transaction73 | 2022-01-26 | 840 | customer900 | product673 | 0
transaction74 | 2022-04-29 | 216 | customer311 | product156 | 0
transaction75 | 2023-10-26 | 351 | customer312 | product156 | 0
transaction76 | 2023-06-03 | 438 | customer103 | product52 | 0
transaction77 | 2023-08-30 | 1387 | customer104 | product52 | 0
transaction78 | 2022-11-13 | 25 | customer493 | product266 | 0
transaction79 | 2022-07-25 | 133 | customer718 | product491 | 0
transaction80 | 2023-11-04 | 285 | customer393 | product197 | 0
transaction81 | 2023-07-16 | 120 | customer394 | product197 | 0
transaction82 | 2023-11-17 | 26 | customer355 | product178 | 0
transaction83 | 2023-07-20 | 78 | customer356 | product178 | 0
transaction84 | 2022-05-05 | 200 | customer702 | product475 | 0
transaction85 | 2022-12-07 | 45 | customer682 | product455 | 0
transaction86 | 2023-03-23 | 8.5 | customer69 | product35 | 0
transaction87 | 2022-10-28 | 12.3 | customer70 | product35 | 0
transaction88 | 2022-10-29 | 576 | customer611 | product384 | 0
transaction89 | 2023-10-05 | 348 | customer249 | product125 | 0
transaction90 | 2022-10-24 | 348 | customer250 | product125 | 0
transaction91 | 2023-10-30 | 66 | customer671 | product444 | 0
transaction92 | 2023-08-18 | 551 | customer698 | product471 | 0
transaction93 | 2022-11-04 | 285 | customer119 | product60 | 0
transaction94 | 2023-06-23 | 90 | customer120 | product60 | 0
transaction95 | 2022-08-05 | 679 | customer129 | product65 | 0
transaction96 | 2022-05-24 | 582 | customer130 | product65 | 0
transaction97 | 2023-05-29 | 30 | customer940 | product713 | 0
transaction98 | 2022-12-29 | 75 | customer375 | product188 | 0
transaction99 | 2022-11-16 | 275 | customer376 | product188 | 0
transaction100 | 2021-09-28 | 24 | customer574 | product347 | 0
transaction101 | 2023-11-01 | 288 | customer989 | product762 | 0
transaction102 | 2023-10-14 | 0 | customer470 | product243 | 0
transaction103 | 2022-06-02 | 592 | customer865 | product638 | 0
transaction104 | 2022-12-19 | 27 | customer95 | product48 | 0
transaction105 | 2023-07-01 | 513 | customer96 | product48 | 0
transaction106 | 2023-10-21 | 500 | customer761 | product534 | 0
transaction107 | 2023-03-16 | 0 | customer878 | product651 | 0
transaction108 | 2023-04-05 | 658 | customer764 | product537 | 0
transaction109 | 2022-01-11 | 209 | customer836 | product609 | 0
transaction110 | 2023-09-26 | 330 | customer467 | product240 | 0
transaction111 | 2022-06-06 | 288 | customer934 | product707 | 0
transaction112 | 2022-12-10 | 35 | customer518 | product291 | 0
transaction113 | 2023-05-19 | 352 | customer655 | product428 | 0
transaction114 | 2023-03-15 | 119 | customer844 | product617 | 0
transaction115 | 2022-09-24 | 1870 | customer443 | product222 | 0
transaction116 | 2023-08-25 | 2090 | customer444 | product222 | 0
transaction117 | 2023-02-04 | 2100 | customer914 | product687 | 0
transaction118 | 2023-07-11 | 1280 | customer435 | product218 | 0
transaction119 | 2023-09-27 | 800 | customer436 | product218 | 0
transaction120 | 2023-09-21 | 35.2 | customer514 | product287 | 0
transaction121 | 2023-03-06 | 980 | customer660 | product433 | 0
transaction122 | 2023-05-13 | 159 | customer689 | product462 | 0
transaction123 | 2023-04-19 | 280 | customer767 | product540 | 0
transaction124 | 2022-07-02 | 40 | customer527 | product300 | 0
transaction125 | 2023-05-24 | 520 | customer215 | product108 | 0
transaction126 | 2023-02-16 | 910 | customer216 | product108 | 0
transaction127 | 2023-12-02 | 3150 | customer143 | product72 | 0
transaction128 | 2023-02-13 | 2310 | customer144 | product72 | 0
transaction129 | 2023-11-07 | 21 | customer51 | product26 | 0
transaction130 | 2023-06-25 | 54 | customer52 | product26 | 0
transaction131 | 2021-07-10 | 918 | customer141 | product71 | 0
transaction132 | 2022-07-22 | 408 | customer142 | product71 | 0
transaction133 | 2022-08-13 | 1280 | customer447 | product224 | 0
transaction134 | 2023-05-22 | 1520 | customer448 | product224 | 0
transaction135 | 2023-03-02 | 0 | customer479 | product252 | 0
transaction136 | 2022-02-03 | 2210 | customer441 | product221 | 0
transaction137 | 2023-08-29 | 2890 | customer442 | product221 | 0
transaction138 | 2022-03-03 | 0 | customer928 | product701 | 0
transaction139 | 2022-11-02 | 200 | customer741 | product514 | 0
transaction140 | 2023-02-13 | 57.6 | customer747 | product520 | 0
transaction141 | 2023-05-26 | 72 | customer37 | product19 | 0
transaction142 | 2021-11-20 | 112 | customer38 | product19 | 0
transaction143 | 2023-06-22 | 180 | customer281 | product141 | 0
transaction144 | 2022-05-29 | 220 | customer282 | product141 | 0
transaction145 | 2023-07-30 | 162 | customer894 | product667 | 0
transaction146 | 2023-03-18 | 27 | customer711 | product484 | 0
transaction147 | 2023-09-12 | 2100 | customer425 | product213 | 0
transaction148 | 2021-11-14 | 840 | customer426 | product213 | 0
transaction149 | 2022-05-28 | 938 | customer956 | product729 | 0
transaction150 | 2022-12-27 | 0 | customer606 | product379 | 0
transaction151 | 2022-11-01 | 168 | customer771 | product544 | 0
transaction152 | 2023-04-17 | 180 | customer612 | product385 | 0
transaction153 | 2022-11-21 | 572 | customer211 | product106 | 0
transaction154 | 2023-10-23 | 528 | customer212 | product106 | 0
transaction155 | 2023-06-26 | 1400 | customer774 | product547 | 0
transaction156 | 2022-07-24 | 0 | customer750 | product523 | 0
transaction157 | 2023-11-27 | 102 | customer983 | product756 | 0
transaction158 | 2022-11-28 | 176 | customer696 | product469 | 0
transaction159 | 2022-07-07 | 0 | customer621 | product394 | 0
transaction160 | 2023-11-20 | 2255 | customer971 | product744 | 0
transaction161 | 2023-04-13 | 300 | customer790 | product563 | 0
transaction162 | 2023-02-28 | 516 | customer21 | product11 | 0
transaction163 | 2022-10-02 | 731 | customer22 | product11 | 0
transaction164 | 2023-08-06 | 88 | customer397 | product199 | 0
transaction165 | 2023-11-20 | 120 | customer398 | product199 | 0
transaction166 | 2022-12-24 | 2 | customer411 | product206 | 0
transaction167 | 2023-01-14 | 2 | customer412 | product206 | 0
transaction168 | 2022-11-03 | 742 | customer857 | product630 | 0
transaction169 | 2022-12-11 | 0 | customer607 | product380 | 0
transaction170 | 2021-11-07 | 832 | customer804 | product577 | 0
transaction171 | 2021-11-03 | 0 | customer167 | product84 | 0
transaction172 | 2023-09-07 | 0 | customer168 | product84 | 0
transaction173 | 2023-09-11 | 84 | customer323 | product162 | 0
transaction174 | 2023-04-19 | 60 | customer324 | product162 | 0
transaction175 | 2023-10-15 | 68 | customer819 | product592 | 0
transaction176 | 2022-05-10 | 110 | customer565 | product338 | 0
transaction177 | 2023-09-20 | 180 | customer522 | product295 | 0
transaction178 | 2022-05-07 | 324 | customer111 | product56 | 0
transaction179 | 2023-02-25 | 270 | customer112 | product56 | 0
transaction180 | 2021-05-24 | 957 | customer179 | product90 | 0
transaction181 | 2021-05-27 | 87 | customer180 | product90 | 0
transaction182 | 2023-03-19 | 81 | customer568 | product341 | 0
transaction183 | 2022-01-24 | 396 | customer833 | product606 | 0
transaction184 | 2021-11-21 | 148 | customer189 | product95 | 0
transaction185 | 2021-09-20 | 555 | customer190 | product95 | 0
transaction186 | 2023-11-07 | 64 | customer867 | product640 | 0
transaction187 | 2022-01-23 | 350 | customer139 | product70 | 0
transaction188 | 2022-10-29 | 450 | customer140 | product70 | 0
transaction189 | 2023-01-02 | 546 | customer679 | product452 | 0
transaction190 | 2023-02-28 | 605 | customer213 | product107 | 0
transaction191 | 2023-03-12 | 660 | customer214 | product107 | 0
transaction192 | 2023-06-15 | 45 | customer658 | product431 | 0
transaction193 | 2022-12-22 | 36 | customer681 | product454 | 0
transaction194 | 2023-09-13 | 228 | customer705 | product478 | 0
transaction195 | 2023-10-24 | 121 | customer600 | product373 | 0
transaction196 | 2022-10-05 | 90 | customer383 | product192 | 0
transaction197 | 2022-12-21 | 114 | customer384 | product192 | 0
transaction198 | 2023-03-08 | 34 | customer548 | product321 | 0
transaction199 | 2023-08-31 | 126 | customer49 | product25 | 0
transaction200 | 2023-01-17 | 162 | customer50 | product25 | 0
transaction201 | 2022-09-27 | 975 | customer699 | product472 | 0
transaction202 | 2022-08-16 | 318 | customer797 | product570 | 0
transaction203 | 2022-03-26 | 72 | customer954 | product727 | 0
transaction204 | 2023-06-21 | 22 | customer510 | product283 | 0
transaction205 | 2022-11-13 | 63 | customer586 | product359 | 0
transaction206 | 2023-11-25 | 595 | customer982 | product755 | 0
transaction207 | 2022-10-22 | 600 | customer634 | product407 | 0
transaction208 | 2023-05-16 | 836 | customer277 | product139 | 0
transaction209 | 2023-05-14 | 440 | customer278 | product139 | 0
transaction210 | 2023-03-21 | 1176 | customer972 | product745 | 0
transaction211 | 2023-10-28 | 266 | customer656 | product429 | 0
transaction212 | 2023-05-31 | 444 | customer608 | product381 | 0
transaction213 | 2023-08-25 | 665 | customer263 | product132 | 0
transaction214 | 2022-11-19 | 1425 | customer264 | product132 | 0
transaction215 | 2023-06-23 | 475 | customer9 | product5 | 0
transaction216 | 2022-12-13 | 50 | customer10 | product5 | 0
transaction217 | 2023-07-01 | 288 | customer933 | product706 | 0
transaction218 | 2022-12-27 | 380 | customer936 | product709 | 0
transaction219 | 2023-04-16 | 187 | customer461 | product234 | 0
transaction220 | 2023-06-03 | 325 | customer115 | product58 | 0
transaction221 | 2023-01-28 | 400 | customer116 | product58 | 0
transaction222 | 2023-08-13 | 0 | customer781 | product554 | 0
transaction223 | 2022-12-09 | 525 | customer657 | product430 | 0
transaction224 | 2021-04-14 | 540 | customer227 | product114 | 0
transaction225 | 2022-04-22 | 45 | customer228 | product114 | 0
transaction226 | 2023-05-07 | 418 | customer638 | product411 | 0
transaction227 | 2023-10-17 | 77 | customer345 | product173 | 0
transaction228 | 2023-03-21 | 110 | customer346 | product173 | 0
transaction229 | 2021-09-11 | 50 | customer379 | product190 | 0
transaction230 | 2021-08-14 | 225 | customer380 | product190 | 0
transaction231 | 2021-07-15 | 136 | customer403 | product202 | 0
transaction232 | 2022-03-15 | 48 | customer404 | product202 | 0
transaction233 | 2022-01-17 | 1140 | customer870 | product643 | 0
transaction234 | 2023-11-02 | 780 | customer626 | product399 | 0
transaction235 | 2023-03-13 | 248 | customer309 | product155 | 0
transaction236 | 2022-12-18 | 279 | customer310 | product155 | 0
transaction237 | 2023-01-08 | 9 | customer542 | product315 | 0
transaction238 | 2022-02-10 | 2760 | customer157 | product79 | 0
transaction239 | 2023-06-08 | 2990 | customer158 | product79 | 0
transaction240 | 2023-03-13 | 1360 | customer913 | product686 | 0
transaction241 | 2023-07-02 | 324 | customer896 | product669 | 0
transaction242 | 2021-11-03 | 336 | customer841 | product614 | 0
transaction243 | 2022-07-17 | 425 | customer219 | product110 | 0
transaction244 | 2022-04-29 | 1275 | customer220 | product110 | 0
transaction245 | 2022-03-29 | 0 | customer792 | product565 | 0
transaction246 | 2021-12-24 | 486 | customer798 | product571 | 0
transaction247 | 2023-02-08 | 43 | customer898 | product671 | 0
transaction248 | 2023-05-11 | 350 | customer756 | product529 | 0
transaction249 | 2023-09-11 | 0 | customer623 | product396 | 0
transaction250 | 2023-09-30 | 66.5 | customer41 | product21 | 0
transaction251 | 2023-01-25 | 59.5 | customer42 | product21 | 0
transaction252 | 2022-08-23 | 300 | customer161 | product81 | 0
transaction253 | 2022-12-09 | 5700 | customer162 | product81 | 0
transaction254 | 2022-03-03 | 39 | customer321 | product161 | 0
transaction255 | 2023-11-03 | 221 | customer322 | product161 | 0
transaction256 | 2022-09-09 | 800 | customer101 | product51 | 0
transaction257 | 2022-11-20 | 720 | customer102 | product51 | 0
transaction258 | 2023-05-02 | 20 | customer299 | product150 | 0
transaction259 | 2022-03-27 | 20 | customer300 | product150 | 0
transaction260 | 2022-09-04 | 117 | customer592 | product365 | 0
transaction261 | 2023-05-21 | 4200 | customer439 | product220 | 0
transaction262 | 2023-06-03 | 4200 | customer440 | product220 | 0
transaction263 | 2022-09-04 | 480 | customer802 | product575 | 0
transaction264 | 2023-08-03 | 343 | customer959 | product732 | 0
transaction265 | 2022-10-20 | 0 | customer476 | product249 | 0
transaction266 | 2021-09-02 | 180 | customer820 | product593 | 0
transaction267 | 2023-11-14 | 37 | customer866 | product639 | 0
transaction268 | 2023-02-07 | 170 | customer840 | product613 | 0
transaction269 | 2022-12-28 | 27 | customer489 | product262 | 0
transaction270 | 2023-04-15 | 2160 | customer847 | product620 | 0
transaction271 | 2023-03-16 | 396 | customer117 | product59 | 0
transaction272 | 2022-08-05 | 264 | customer118 | product59 | 0
transaction273 | 2022-05-02 | 85 | customer528 | product301 | 0
transaction274 | 2023-01-17 | 720 | customer922 | product695 | 0
transaction275 | 2022-11-28 | 342 | customer570 | product343 | 0
transaction276 | 2023-03-02 | 54 | customer504 | product277 | 0
transaction277 | 2023-06-26 | 195 | customer93 | product47 | 0
transaction278 | 2023-04-28 | 650 | customer94 | product47 | 0
transaction279 | 2023-03-20 | 252 | customer668 | product441 | 0
transaction280 | 2023-02-08 | 55 | customer492 | product265 | 0
transaction281 | 2022-11-06 | 135 | customer737 | product510 | 0
transaction282 | 2023-10-28 | 0 | customer173 | product87 | 0
transaction283 | 2022-05-08 | 0 | customer174 | product87 | 0
transaction284 | 2023-03-26 | 153 | customer113 | product57 | 0
transaction285 | 2021-11-27 | 102 | customer114 | product57 | 0
transaction286 | 2022-01-27 | 0 | customer993 | product766 | 0
transaction287 | 2023-09-14 | 92 | customer960 | product733 | 0
transaction288 | 2022-06-11 | 0 | customer864 | product637 | 0
transaction289 | 2022-08-11 | 192 | customer769 | product542 | 0
transaction290 | 2022-11-07 | 656 | customer875 | product648 | 0
transaction291 | 2022-12-18 | 6 | customer520 | product293 | 0
transaction292 | 2023-10-15 | 112 | customer273 | product137 | 0
transaction293 | 2022-07-30 | 336 | customer274 | product137 | 0
transaction294 | 2023-05-08 | 96 | customer419 | product210 | 0
transaction295 | 2023-03-08 | 576 | customer420 | product210 | 0
transaction296 | 2022-05-27 | 0 | customer902 | product675 | 0
transaction297 | 2022-05-26 | 50 | customer35 | product18 | 0
transaction298 | 2023-11-18 | 150 | customer36 | product18 | 0
transaction299 | 2023-04-24 | 0 | customer799 | product572 | 0
transaction300 | 2022-06-26 | 275 | customer17 | product9 | 0
transaction301 | 2023-08-23 | 660 | customer18 | product9 | 0
transaction302 | 2022-06-16 | 100 | customer646 | product419 | 0
transaction303 | 2022-02-17 | 240 | customer401 | product201 | 0
transaction304 | 2022-10-19 | 105 | customer402 | product201 | 0
transaction305 | 2023-01-23 | 19.5 | customer498 | product271 | 0
transaction306 | 2023-02-10 | 300 | customer791 | product564 | 0
transaction307 | 2022-08-07 | 870 | customer978 | product751 | 0
transaction308 | 2023-08-30 | 0 | customer175 | product88 | 0
transaction309 | 2022-09-17 | 0 | customer176 | product88 | 0
transaction310 | 2022-11-14 | 18 | customer563 | product336 | 0
transaction311 | 2023-05-30 | 24 | customer59 | product30 | 0
transaction312 | 2022-08-05 | 12 | customer60 | product30 | 0
transaction313 | 2023-09-17 | 96 | customer561 | product334 | 0
transaction314 | 2023-06-08 | 6 | customer554 | product327 | 0
transaction315 | 2023-09-19 | 32 | customer672 | product445 | 0
transaction316 | 2023-05-27 | 153 | customer437 | product219 | 0
transaction317 | 2022-07-10 | 204 | customer438 | product219 | 0
transaction318 | 2022-07-20 | 8.8 | customer369 | product185 | 0
transaction319 | 2023-01-18 | 37.4 | customer370 | product185 | 0
transaction320 | 2021-12-22 | 10 | customer596 | product369 | 0
transaction321 | 2022-10-27 | 576 | customer789 | product562 | 0
transaction322 | 2022-07-09 | 0 | customer785 | product558 | 0
transaction323 | 2023-02-20 | 0 | customer480 | product253 | 0
transaction324 | 2022-05-15 | 39.6 | customer367 | product184 | 0
transaction325 | 2023-03-30 | 2.2 | customer368 | product184 | 0
transaction326 | 2023-02-20 | 255 | customer560 | product333 | 0
transaction327 | 2021-08-27 | 252 | customer827 | product600 | 0
transaction328 | 2023-12-02 | 855 | customer191 | product96 | 0
transaction329 | 2022-12-03 | 90 | customer192 | product96 | 0
transaction330 | 2022-12-11 | 81 | customer407 | product204 | 0
transaction331 | 2023-03-17 | 18 | customer408 | product204 | 0
transaction332 | 2023-01-07 | 930 | customer854 | product627 | 0
transaction333 | 2023-08-29 | 192 | customer617 | product390 | 0
transaction334 | 2022-08-14 | 34 | customer727 | product500 | 0
transaction335 | 2023-05-23 | 64 | customer486 | product259 | 0
transaction336 | 2022-03-01 | 0 | customer481 | product254 | 0
transaction337 | 2022-12-13 | 1210 | customer445 | product223 | 0
transaction338 | 2022-12-05 | 2090 | customer446 | product223 | 0
transaction339 | 2023-08-09 | 936 | customer885 | product658 | 0
transaction340 | 2023-04-12 | 600 | customer149 | product75 | 0
transaction341 | 2023-11-16 | 520 | customer150 | product75 | 0
transaction342 | 2021-06-24 | 85.5 | customer577 | product350 | 0
transaction343 | 2023-05-07 | 260 | customer952 | product725 | 0
transaction344 | 2023-07-05 | 247 | customer712 | product485 | 0
transaction345 | 2023-05-12 | 1320 | customer89 | product45 | 0
transaction346 | 2023-03-29 | 840 | customer90 | product45 | 0
transaction347 | 2022-09-27 | 100 | customer965 | product738 | 0
transaction348 | 2021-08-05 | 486 | customer271 | product136 | 0
transaction349 | 2022-06-05 | 135 | customer272 | product136 | 0
transaction350 | 2023-08-06 | 6 | customer648 | product421 | 0
transaction351 | 2023-06-19 | 40 | customer932 | product705 | 0
transaction352 | 2023-11-18 | 990 | customer950 | product723 | 0
transaction353 | 2023-11-26 | 26 | customer630 | product403 | 0
transaction354 | 2023-06-20 | 106 | customer963 | product736 | 0
transaction355 | 2023-04-20 | 285 | customer187 | product94 | 0
transaction356 | 2022-12-12 | 912 | customer188 | product94 | 0
transaction357 | 2023-11-23 | 1349 | customer616 | product389 | 0
transaction358 | 2022-12-03 | 60 | customer319 | product160 | 0
transaction359 | 2021-06-13 | 45 | customer320 | product160 | 0
transaction360 | 2023-10-05 | 340 | customer810 | product583 | 0
transaction361 | 2022-11-07 | 576 | customer812 | product585 | 0
transaction362 | 2023-10-30 | 855 | customer197 | product99 | 0
transaction363 | 2023-06-23 | 855 | customer198 | product99 | 0
transaction364 | 2023-10-24 | 0 | customer469 | product242 | 0
transaction365 | 2023-02-10 | 35 | customer532 | product305 | 0
transaction366 | 2023-03-09 | 1248 | customer860 | product633 | 0
transaction367 | 2021-09-25 | 150 | customer892 | product665 | 0
transaction368 | 2022-04-27 | 20 | customer887 | product660 | 0
transaction369 | 2022-11-13 | 0 | customer817 | product590 | 0
transaction370 | 2021-09-04 | 300 | customer749 | product522 | 0
transaction371 | 2022-09-23 | 378 | customer822 | product595 | 0
transaction372 | 2022-09-18 | 104 | customer490 | product263 | 0
transaction373 | 2022-12-26 | 108 | customer579 | product352 | 0
transaction374 | 2023-06-14 | 108 | customer31 | product16 | 0
transaction375 | 2023-08-03 | 99 | customer32 | product16 | 0
transaction376 | 2022-05-25 | 871 | customer431 | product216 | 0
transaction377 | 2023-01-07 | 1005 | customer432 | product216 | 0
transaction378 | 2023-12-08 | 81 | customer347 | product174 | 0
transaction379 | 2023-02-12 | 270 | customer348 | product174 | 0
transaction380 | 2023-08-23 | 119 | customer984 | product757 | 0
transaction381 | 2023-04-14 | 1476 | customer903 | product676 | 0
transaction382 | 2023-08-05 | 10 | customer381 | product191 | 0
transaction383 | 2022-12-02 | 80 | customer382 | product191 | 0
transaction384 | 2022-07-08 | 497 | customer873 | product646 | 0
transaction385 | 2023-04-02 | 144 | customer591 | product364 | 0
transaction386 | 2023-08-22 | 119 | customer678 | product451 | 0
transaction387 | 2022-05-07 | 2250 | customer423 | product212 | 0
transaction388 | 2022-08-12 | 2250 | customer424 | product212 | 0
transaction389 | 2023-10-23 | 320 | customer285 | product143 | 0
transaction390 | 2023-06-06 | 380 | customer286 | product143 | 0
transaction391 | 2022-11-23 | 7 | customer539 | product312 | 0
transaction392 | 2022-11-18 | 210 | customer945 | product718 | 0
transaction393 | 2023-12-02 | 60.5 | customer315 | product158 | 0
transaction394 | 2022-05-25 | 5.5 | customer316 | product158 | 0
transaction395 | 2022-09-29 | 1705 | customer909 | product682 | 0
transaction396 | 2023-07-31 | 165 | customer835 | product608 | 0
transaction397 | 2023-09-08 | 833 | customer135 | product68 | 0
transaction398 | 2023-06-21 | 245 | customer136 | product68 | 0
transaction399 | 2023-02-27 | 1680 | customer917 | product690 | 0
transaction400 | 2021-12-12 | 846 | customer976 | product749 | 0
transaction401 | 2023-09-19 | 1470 | customer251 | product126 | 0
transaction402 | 2023-08-16 | 1575 | customer252 | product126 | 0
transaction403 | 2022-11-30 | 72 | customer331 | product166 | 0
transaction404 | 2023-01-12 | 228 | customer332 | product166 | 0
transaction405 | 2022-09-10 | 70 | customer71 | product36 | 0
transaction406 | 2022-09-23 | 50 | customer72 | product36 | 0
transaction407 | 2023-03-14 | 160 | customer666 | product439 | 0
transaction408 | 2023-06-15 | 27 | customer523 | product296 | 0
transaction409 | 2023-10-17 | 216 | customer195 | product98 | 0
transaction410 | 2023-03-21 | 324 | customer196 | product98 | 0
transaction411 | 2022-09-30 | 0 | customer615 | product388 | 0
transaction412 | 2023-10-16 | 2247 | customer916 | product689 | 0
transaction413 | 2023-03-01 | 176 | customer938 | product711 | 0
transaction414 | 2023-09-24 | 12 | customer371 | product186 | 0
transaction415 | 2023-11-08 | 14 | customer372 | product186 | 0
transaction416 | 2022-09-13 | 0 | customer715 | product488 | 0
transaction417 | 2022-11-13 | 63 | customer305 | product153 | 0
transaction418 | 2022-02-20 | 18 | customer306 | product153 | 0
transaction419 | 2022-10-29 | 200 | customer433 | product217 | 0
transaction420 | 2023-01-23 | 100 | customer434 | product217 | 0
transaction421 | 2022-06-10 | 286 | customer530 | product303 | 0
transaction422 | 2022-04-24 | 180 | customer757 | product530 | 0
transaction423 | 2022-09-27 | 3055 | customer235 | product118 | 0
transaction424 | 2023-08-02 | 705 | customer236 | product118 | 0
transaction425 | 2022-12-13 | 132 | customer29 | product15 | 0
transaction426 | 2023-03-27 | 204 | customer30 | product15 | 0
transaction427 | 2023-04-20 | 1083 | customer83 | product42 | 0
transaction428 | 2023-05-18 | 114 | customer84 | product42 | 0
transaction429 | 2021-08-09 | 0 | customer779 | product552 | 0
transaction430 | 2022-08-06 | 1216 | customer868 | product641 | 0
transaction431 | 2022-11-28 | 75 | customer645 | product418 | 0
transaction432 | 2022-05-20 | 1.3 | customer63 | product32 | 0
transaction433 | 2023-08-07 | 1.3 | customer64 | product32 | 0
transaction434 | 2022-11-30 | 2795 | customer910 | product683 | 0
transaction435 | 2023-06-12 | 180 | customer349 | product175 | 0
transaction436 | 2022-09-03 | 60 | customer350 | product175 | 0
transaction437 | 2023-01-24 | 280 | customer852 | product625 | 0
transaction438 | 2023-06-18 | 385 | customer904 | product677 | 0
transaction439 | 2023-08-28 | 33 | customer627 | product400 | 0
transaction440 | 2021-09-20 | 168 | customer883 | product656 | 0
transaction441 | 2022-03-25 | 45 | customer389 | product195 | 0
transaction442 | 2021-11-24 | 171 | customer390 | product195 | 0
transaction443 | 2022-09-08 | 135 | customer643 | product416 | 0
transaction444 | 2023-10-12 | 168 | customer387 | product194 | 0
transaction445 | 2023-11-24 | 154 | customer388 | product194 | 0
transaction446 | 2021-04-24 | 198 | customer721 | product494 | 0
